Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,year,month,month_name
396,2023-02-23,cust396,female,55,beauty,1,30,30,2023,2,feb
397,2023-03-10,cust397,female,30,beauty,1,25,25,2023,3,mar
398,2023-05-16,cust398,female,48,clothing,2,300,600,2023,5,may
399,2023-03-01,cust399,female,64,beauty,2,30,60,2023,3,mar
400,2023-02-24,cust400,male,53,clothing,4,50,200,2023,2,feb
401,2023-10-11,cust401,female,62,clothing,1,300,300,2023,10,oct
402,2023-03-21,cust402,female,41,clothing,2,300,600,2023,3,mar
403,2023-05-20,cust403,male,32,clothing,2,300,600,2023,5,may
404,2023-05-25,cust404,male,46,electronics,2,500,1000,2023,5,may
405,2023-11-06,cust405,female,25,clothing,4,300,1200,2023,11,nov
406,2023-04-18,cust406,female,22,beauty,4,25,100,2023,4,apr
407,2023-06-25,cust407,female,46,electronics,3,300,900,2023,6,jun
408,2023-04-15,cust408,female,64,beauty,1,500,500,2023,4,apr
409,2023-12-18,cust409,female,21,electronics,3,300,900,2023,12,dec
410,2023-11-21,cust410,female,29,clothing,2,50,100,2023,11,nov
411,2023-05-16,cust411,male,62,electronics,4,50,200,2023,5,may
412,2023-09-16,cust412,female,19,electronics,4,500,2000,2023,9,sep
413,2023-09-08,cust413,female,44,beauty,3,25,75,2023,9,sep
414,2023-05-09,cust414,male,48,beauty,4,25,100,2023,5,may
415,2023-01-27,cust415,male,53,clothing,2,30,60,2023,1,jan
416,2023-02-17,cust416,male,53,electronics,4,500,2000,2023,2,feb
417,2023-11-21,cust417,male,43,electronics,3,300,900,2023,11,nov
418,2023-08-05,cust418,female,60,electronics,2,500,1000,2023,8,aug
419,2023-05-22,cust419,female,44,clothing,3,30,90,2023,5,may
420,2023-01-23,cust420,female,22,clothing,4,500,2000,2023,1,jan
421,2023-01-02,cust421,female,37,clothing,3,500,1500,2023,1,jan
422,2023-06-20,cust422,female,28,clothing,3,30,90,2023,6,jun
423,2023-03-08,cust423,female,27,clothing,1,25,25,2023,3,mar
424,2023-11-23,cust424,male,57,beauty,4,300,1200,2023,11,nov
425,2023-05-15,cust425,female,55,electronics,4,30,120,2023,5,may
426,2023-03-24,cust426,male,23,electronics,3,50,150,2023,3,mar
427,2023-08-15,cust427,male,25,electronics,1,25,25,2023,8,aug
428,2023-10-10,cust428,female,40,electronics,4,50,200,2023,10,oct
429,2023-12-28,cust429,male,64,electronics,2,25,50,2023,12,dec
430,2023-08-07,cust430,female,43,electronics,3,300,900,2023,8,aug
431,2023-10-15,cust431,male,63,electronics,4,300,1200,2023,10,oct
432,2023-01-05,cust432,female,60,electronics,2,500,1000,2023,1,jan
433,2023-02-27,cust433,male,29,beauty,4,50,200,2023,2,feb
434,2023-02-08,cust434,female,43,electronics,2,25,50,2023,2,feb
435,2023-12-20,cust435,female,30,beauty,3,300,900,2023,12,dec
436,2023-03-18,cust436,female,57,clothing,4,30,120,2023,3,mar
437,2023-10-07,cust437,female,35,electronics,4,300,1200,2023,10,oct
438,2023-01-19,cust438,female,42,clothing,1,30,30,2023,1,jan
439,2023-07-09,cust439,male,50,clothing,3,25,75,2023,7,jul
440,2023-10-26,cust440,male,64,clothing,2,300,600,2023,10,oct
441,2023-10-10,cust441,male,57,beauty,4,300,1200,2023,10,oct
442,2023-03-17,cust442,female,60,clothing,4,25,100,2023,3,mar
443,2023-08-09,cust443,male,29,clothing,2,300,600,2023,8,aug
444,2023-03-07,cust444,female,61,clothing,3,30,90,2023,3,mar
445,2023-01-22,cust445,female,53,electronics,1,300,300,2023,1,jan
446,2023-06-07,cust446,male,21,electronics,1,50,50,2023,6,jun
447,2023-07-06,cust447,male,22,beauty,4,500,2000,2023,7,jul
448,2023-01-21,cust448,female,54,beauty,2,30,60,2023,1,jan
449,2023-07-03,cust449,male,25,electronics,4,50,200,2023,7,jul
450,2023-04-18,cust450,female,59,beauty,2,25,50,2023,4,apr
451,2023-12-16,cust451,female,45,electronics,1,30,30,2023,12,dec
452,2023-05-08,cust452,female,48,clothing,3,500,1500,2023,5,may
453,2023-12-08,cust453,female,26,clothing,2,500,1000,2023,12,dec
454,2023-02-22,cust454,female,46,beauty,1,25,25,2023,2,feb
455,2023-07-01,cust455,male,31,electronics,4,25,100,2023,7,jul
456,2023-10-14,cust456,male,57,electronics,2,30,60,2023,10,oct
457,2023-07-28,cust457,female,58,beauty,3,300,900,2023,7,jul
458,2023-11-14,cust458,female,39,electronics,4,25,100,2023,11,nov
459,2023-03-21,cust459,male,28,clothing,4,300,1200,2023,3,mar
460,2023-05-02,cust460,male,40,beauty,1,50,50,2023,5,may
461,2023-03-25,cust461,female,18,beauty,2,500,1000,2023,3,mar
462,2023-04-01,cust462,male,63,electronics,4,300,1200,2023,4,apr
463,2023-07-31,cust463,female,54,beauty,3,500,1500,2023,7,jul
464,2023-01-13,cust464,male,38,electronics,2,300,600,2023,1,jan
465,2023-04-02,cust465,female,43,electronics,3,50,150,2023,4,apr
466,2023-06-20,cust466,male,63,electronics,4,25,100,2023,6,jun
467,2023-07-30,cust467,female,53,electronics,3,50,150,2023,7,jul
468,2023-12-09,cust468,male,40,electronics,1,25,25,2023,12,dec
469,2023-05-08,cust469,male,18,beauty,3,25,75,2023,5,may
470,2023-05-17,cust470,female,57,clothing,2,500,1000,2023,5,may
471,2023-03-23,cust471,male,32,clothing,3,50,150,2023,3,mar
472,2023-12-26,cust472,female,38,beauty,3,300,900,2023,12,dec
473,2023-02-25,cust473,male,64,beauty,1,50,50,2023,2,feb
474,2023-07-15,cust474,female,26,clothing,3,500,1500,2023,7,jul
475,2023-01-20,cust475,male,26,clothing,3,25,75,2023,1,jan
476,2023-08-29,cust476,female,27,clothing,4,500,2000,2023,8,aug
477,2023-04-24,cust477,male,43,clothing,4,30,120,2023,4,apr
478,2023-04-13,cust478,female,58,clothing,2,30,60,2023,4,apr
479,2023-08-24,cust479,male,52,electronics,4,300,1200,2023,8,aug
480,2023-06-29,cust480,female,42,beauty,4,500,2000,2023,6,jun
481,2023-06-06,cust481,female,43,electronics,4,300,1200,2023,6,jun
482,2023-04-27,cust482,female,28,clothing,4,300,1200,2023,4,apr
483,2023-04-25,cust483,male,55,clothing,1,30,30,2023,4,apr
484,2023-01-13,cust484,female,19,clothing,4,300,1200,2023,1,jan
485,2023-12-04,cust485,male,24,electronics,1,30,30,2023,12,dec
486,2023-04-09,cust486,female,35,electronics,1,25,25,2023,4,apr
487,2023-07-24,cust487,male,44,clothing,4,500,2000,2023,7,jul
488,2023-06-18,cust488,female,51,electronics,3,300,900,2023,6,jun
489,2023-05-23,cust489,male,44,electronics,1,30,30,2023,5,may
490,2023-02-05,cust490,male,34,clothing,3,50,150,2023,2,feb
491,2023-05-23,cust491,female,60,electronics,3,300,900,2023,5,may
492,2023-06-29,cust492,male,61,beauty,4,25,100,2023,6,jun
493,2023-11-25,cust493,male,41,beauty,2,25,50,2023,11,nov
494,2023-09-18,cust494,female,42,beauty,4,50,200,2023,9,sep
495,2023-07-24,cust495,male,24,beauty,2,30,60,2023,7,jul
496,2023-12-14,cust496,male,23,clothing,2,300,600,2023,12,dec
497,2023-10-02,cust497,male,41,clothing,4,30,120,2023,10,oct
498,2023-06-19,cust498,female,50,clothing,4,25,100,2023,6,jun
499,2023-01-15,cust499,male,46,beauty,2,30,60,2023,1,jan
500,2023-03-01,cust500,female,60,beauty,4,25,100,2023,3,mar
501,2023-05-14,cust501,male,39,electronics,2,30,60,2023,5,may
502,2023-04-02,cust502,male,43,electronics,3,50,150,2023,4,apr
503,2023-10-25,cust503,male,45,beauty,4,500,2000,2023,10,oct
504,2023-05-16,cust504,female,38,beauty,3,50,150,2023,5,may
505,2023-01-20,cust505,male,24,beauty,1,50,50,2023,1,jan
506,2023-02-25,cust506,male,34,beauty,3,500,1500,2023,2,feb
507,2023-11-02,cust507,female,37,electronics,3,500,1500,2023,11,nov
508,2023-08-11,cust508,male,58,beauty,2,300,600,2023,8,aug
509,2023-06-26,cust509,female,37,electronics,3,300,900,2023,6,jun
510,2023-06-10,cust510,female,39,beauty,4,50,200,2023,6,jun
511,2023-08-12,cust511,male,45,beauty,2,50,100,2023,8,aug
512,2023-11-07,cust512,female,57,beauty,1,25,25,2023,11,nov
513,2023-09-19,cust513,male,24,electronics,4,25,100,2023,9,sep
514,2023-03-01,cust514,female,18,electronics,1,300,300,2023,3,mar
515,2023-07-17,cust515,female,49,clothing,3,300,900,2023,7,jul
516,2023-10-23,cust516,male,30,beauty,4,25,100,2023,10,oct
517,2023-04-08,cust517,female,47,clothing,4,25,100,2023,4,apr
518,2023-05-11,cust518,female,40,clothing,1,30,30,2023,5,may
519,2023-01-23,cust519,female,36,electronics,4,30,120,2023,1,jan
520,2023-12-29,cust520,female,49,electronics,4,25,100,2023,12,dec
521,2023-08-12,cust521,female,47,clothing,4,30,120,2023,8,aug
522,2023-01-01,cust522,male,46,beauty,3,500,1500,2023,1,jan
523,2023-09-24,cust523,female,62,electronics,1,300,300,2023,9,sep
524,2023-10-03,cust524,male,46,beauty,4,300,1200,2023,10,oct
525,2023-12-18,cust525,female,47,beauty,2,25,50,2023,12,dec
526,2023-12-10,cust526,male,33,clothing,2,50,100,2023,12,dec
527,2023-04-11,cust527,male,57,clothing,2,25,50,2023,4,apr
528,2023-07-06,cust528,female,36,clothing,2,30,60,2023,7,jul
529,2023-08-09,cust529,female,35,clothing,3,50,150,2023,8,aug
530,2023-02-05,cust530,female,18,electronics,4,30,120,2023,2,feb
531,2023-12-07,cust531,male,31,electronics,1,500,500,2023,12,dec
532,2023-06-19,cust532,female,64,clothing,4,30,120,2023,6,jun
533,2023-11-16,cust533,male,19,electronics,3,500,1500,2023,11,nov
534,2023-06-10,cust534,male,45,clothing,2,500,1000,2023,6,jun
535,2023-12-06,cust535,male,47,beauty,3,30,90,2023,12,dec
536,2023-03-05,cust536,female,55,beauty,4,30,120,2023,3,mar
537,2023-06-03,cust537,female,21,beauty,1,500,500,2023,6,jun
538,2023-09-17,cust538,male,18,clothing,3,50,150,2023,9,sep
539,2023-06-08,cust539,male,25,beauty,1,500,500,2023,6,jun
540,2023-12-08,cust540,female,46,electronics,3,300,900,2023,12,dec
541,2023-07-29,cust541,male,56,beauty,1,500,500,2023,7,jul
542,2023-06-17,cust542,female,20,beauty,1,50,50,2023,6,jun
543,2023-07-26,cust543,male,49,beauty,2,300,600,2023,7,jul
544,2023-12-23,cust544,female,27,electronics,1,25,25,2023,12,dec
545,2023-06-01,cust545,male,27,clothing,2,25,50,2023,6,jun
546,2023-10-11,cust546,female,36,electronics,4,50,200,2023,10,oct
547,2023-03-07,cust547,male,63,clothing,4,500,2000,2023,3,mar
548,2023-04-09,cust548,female,51,clothing,2,30,60,2023,4,apr
549,2023-08-04,cust549,female,50,beauty,2,50,100,2023,8,aug
550,2023-12-07,cust550,male,40,clothing,3,300,900,2023,12,dec
551,2023-07-14,cust551,male,45,electronics,3,300,900,2023,7,jul
552,2023-12-13,cust552,female,49,electronics,3,25,75,2023,12,dec
553,2023-03-31,cust553,male,24,clothing,4,300,1200,2023,3,mar
554,2023-11-12,cust554,female,46,beauty,3,50,150,2023,11,nov
555,2023-10-19,cust555,male,25,beauty,1,300,300,2023,10,oct
556,2023-06-04,cust556,female,18,electronics,1,50,50,2023,6,jun
557,2023-07-27,cust557,female,20,beauty,3,30,90,2023,7,jul
558,2023-10-08,cust558,female,41,clothing,1,25,25,2023,10,oct
559,2023-01-01,cust559,female,40,clothing,4,300,1200,2023,1,jan
560,2023-06-05,cust560,female,25,electronics,1,50,50,2023,6,jun
561,2023-05-27,cust561,female,64,clothing,4,500,2000,2023,5,may
562,2023-04-18,cust562,male,54,electronics,2,25,50,2023,4,apr
563,2023-08-09,cust563,male,20,clothing,2,30,60,2023,8,aug
564,2023-10-24,cust564,male,50,electronics,2,50,100,2023,10,oct
565,2023-11-07,cust565,female,45,beauty,2,30,60,2023,11,nov
566,2023-12-02,cust566,female,64,clothing,1,30,30,2023,12,dec
567,2023-06-14,cust567,female,25,clothing,3,300,900,2023,6,jun
568,2023-08-27,cust568,female,51,electronics,1,300,300,2023,8,aug
569,2023-08-15,cust569,male,52,electronics,4,50,200,2023,8,aug
570,2023-08-15,cust570,male,49,clothing,1,500,500,2023,8,aug
571,2023-12-12,cust571,female,41,electronics,1,50,50,2023,12,dec
572,2023-04-20,cust572,male,31,clothing,4,500,2000,2023,4,apr
573,2023-09-19,cust573,male,49,beauty,2,30,60,2023,9,sep
574,2023-08-31,cust574,female,63,electronics,2,25,50,2023,8,aug
575,2023-03-28,cust575,male,60,clothing,2,50,100,2023,3,mar
576,2023-12-04,cust576,female,33,beauty,3,50,150,2023,12,dec
577,2023-02-13,cust577,male,21,beauty,4,500,2000,2023,2,feb
578,2023-05-26,cust578,female,54,clothing,4,30,120,2023,5,may
579,2023-09-21,cust579,female,38,electronics,1,30,30,2023,9,sep
580,2023-12-06,cust580,female,31,clothing,3,500,1500,2023,12,dec
581,2023-11-21,cust581,female,48,beauty,2,30,60,2023,11,nov
582,2023-11-14,cust582,male,35,clothing,3,300,900,2023,11,nov
583,2023-06-21,cust583,female,24,electronics,4,25,100,2023,6,jun
584,2023-02-17,cust584,female,27,beauty,4,50,200,2023,2,feb
585,2023-05-01,cust585,female,24,clothing,1,25,25,2023,5,may
586,2023-12-11,cust586,male,50,electronics,1,50,50,2023,12,dec
587,2023-06-08,cust587,female,40,beauty,4,300,1200,2023,6,jun
588,2023-04-26,cust588,male,38,electronics,2,30,60,2023,4,apr
589,2023-04-12,cust589,female,36,beauty,2,500,1000,2023,4,apr
590,2023-03-17,cust590,male,36,clothing,3,300,900,2023,3,mar
591,2023-01-13,cust591,male,53,electronics,4,25,100,2023,1,jan
592,2023-01-24,cust592,female,46,beauty,4,500,2000,2023,1,jan
593,2023-05-06,cust593,male,35,electronics,2,30,60,2023,5,may
594,2023-09-01,cust594,female,19,electronics,2,300,600,2023,9,sep
595,2023-11-09,cust595,female,18,clothing,4,500,2000,2023,11,nov
596,2023-02-07,cust596,female,64,electronics,1,300,300,2023,2,feb
597,2023-08-22,cust597,male,22,beauty,4,300,1200,2023,8,aug
598,2023-08-01,cust598,male,37,beauty,4,30,120,2023,8,aug
599,2023-11-19,cust599,female,28,beauty,2,50,100,2023,11,nov
600,2023-10-22,cust600,female,59,beauty,2,500,1000,2023,10,oct
601,2023-04-10,cust601,male,19,clothing,1,30,30,2023,4,apr
602,2023-12-23,cust602,female,20,electronics,1,300,300,2023,12,dec
603,2023-07-16,cust603,female,40,clothing,3,30,90,2023,7,jul
604,2023-09-11,cust604,female,29,electronics,4,50,200,2023,9,sep
605,2023-07-24,cust605,male,37,electronics,2,500,1000,2023,7,jul
606,2023-05-05,cust606,male,22,electronics,1,50,50,2023,5,may
607,2023-03-17,cust607,male,54,clothing,3,25,75,2023,3,mar
608,2023-12-02,cust608,female,55,electronics,3,500,1500,2023,12,dec
609,2023-12-19,cust609,female,47,clothing,2,50,100,2023,12,dec
610,2023-01-03,cust610,female,26,beauty,2,300,600,2023,1,jan
611,2023-02-24,cust611,male,51,beauty,3,500,1500,2023,2,feb
612,2023-08-06,cust612,female,61,electronics,1,500,500,2023,8,aug
613,2023-04-23,cust613,female,52,clothing,3,30,90,2023,4,apr
614,2023-04-01,cust614,female,39,beauty,4,300,1200,2023,4,apr
615,2023-12-23,cust615,female,61,clothing,4,25,100,2023,12,dec
616,2023-09-23,cust616,male,41,clothing,2,50,100,2023,9,sep
617,2023-08-26,cust617,male,34,electronics,1,30,30,2023,8,aug
618,2023-01-26,cust618,female,27,beauty,1,50,50,2023,1,jan
619,2023-10-13,cust619,male,47,electronics,4,25,100,2023,10,oct
620,2023-05-08,cust620,male,63,electronics,3,25,75,2023,5,may
621,2023-03-04,cust621,female,40,beauty,2,500,1000,2023,3,mar
622,2023-08-22,cust622,female,49,beauty,3,25,75,2023,8,aug
623,2023-03-10,cust623,male,34,clothing,3,50,150,2023,3,mar
624,2023-08-26,cust624,female,34,beauty,3,300,900,2023,8,aug
625,2023-12-08,cust625,male,31,clothing,1,300,300,2023,12,dec
626,2023-09-29,cust626,female,26,clothing,4,500,2000,2023,9,sep
627,2023-10-14,cust627,male,57,clothing,1,50,50,2023,10,oct
628,2023-11-01,cust628,female,19,beauty,4,50,200,2023,11,nov
629,2023-06-12,cust629,male,62,electronics,2,25,50,2023,6,jun
630,2023-08-15,cust630,male,42,clothing,2,50,100,2023,8,aug
631,2023-11-10,cust631,male,56,electronics,3,30,90,2023,11,nov
632,2023-09-16,cust632,female,26,electronics,4,25,100,2023,9,sep
633,2023-08-07,cust633,male,39,beauty,4,30,120,2023,8,aug
634,2023-10-08,cust634,male,60,electronics,4,500,2000,2023,10,oct
635,2023-08-17,cust635,female,63,electronics,3,300,900,2023,8,aug
636,2023-03-23,cust636,female,21,beauty,3,500,1500,2023,3,mar
637,2023-09-01,cust637,male,43,clothing,2,300,600,2023,9,sep
638,2023-08-19,cust638,male,46,electronics,1,500,500,2023,8,aug
639,2023-05-13,cust639,female,62,beauty,4,50,200,2023,5,may
640,2023-05-07,cust640,female,51,electronics,4,30,120,2023,5,may
641,2023-11-23,cust641,female,40,electronics,1,300,300,2023,11,nov
642,2023-05-22,cust642,female,54,clothing,4,25,100,2023,5,may
643,2023-09-24,cust643,female,28,electronics,3,30,90,2023,9,sep
644,2023-09-06,cust644,male,23,beauty,3,25,75,2023,9,sep
645,2023-11-17,cust645,female,35,electronics,4,30,120,2023,11,nov
646,2023-05-03,cust646,male,38,clothing,3,30,90,2023,5,may
647,2023-05-21,cust647,male,59,clothing,3,500,1500,2023,5,may
648,2023-08-14,cust648,male,53,beauty,4,300,1200,2023,8,aug
649,2023-02-09,cust649,female,58,clothing,2,300,600,2023,2,feb
650,2024-01-01,cust650,male,55,electronics,1,30,30,2024,1,jan
651,2023-05-27,cust651,male,51,clothing,3,50,150,2023,5,may
652,2023-05-01,cust652,female,34,beauty,2,50,100,2023,5,may
653,2023-05-20,cust653,male,54,clothing,3,25,75,2023,5,may
654,2023-06-21,cust654,male,42,clothing,3,25,75,2023,6,jun
655,2023-06-13,cust655,female,55,clothing,1,500,500,2023,6,jun
656,2023-10-04,cust656,male,29,beauty,3,30,90,2023,10,oct
657,2023-02-11,cust657,male,40,clothing,1,25,25,2023,2,feb
658,2023-03-12,cust658,male,59,clothing,1,25,25,2023,3,mar
659,2023-03-19,cust659,female,39,electronics,1,30,30,2023,3,mar
660,2023-04-29,cust660,female,38,beauty,2,500,1000,2023,4,apr
661,2023-07-16,cust661,female,44,clothing,4,25,100,2023,7,jul
662,2023-12-22,cust662,male,48,beauty,2,500,1000,2023,12,dec
663,2023-03-20,cust663,male,23,clothing,4,300,1200,2023,3,mar
664,2023-12-28,cust664,female,44,clothing,4,500,2000,2023,12,dec
665,2023-04-20,cust665,male,57,clothing,1,50,50,2023,4,apr
666,2023-02-02,cust666,male,51,electronics,3,50,150,2023,2,feb
667,2023-08-01,cust667,female,29,electronics,1,500,500,2023,8,aug
668,2023-07-28,cust668,female,62,electronics,3,50,150,2023,7,jul
669,2023-06-19,cust669,male,24,beauty,4,300,1200,2023,6,jun
670,2023-10-05,cust670,male,27,beauty,1,30,30,2023,10,oct
671,2023-08-27,cust671,male,62,electronics,3,50,150,2023,8,aug
672,2023-08-01,cust672,female,34,beauty,2,50,100,2023,8,aug
673,2023-02-01,cust673,female,43,clothing,3,500,1500,2023,2,feb
674,2023-04-16,cust674,female,38,clothing,1,300,300,2023,4,apr
675,2023-08-04,cust675,female,45,clothing,2,30,60,2023,8,aug
676,2023-07-19,cust676,male,63,electronics,3,500,1500,2023,7,jul
677,2023-10-27,cust677,female,19,beauty,3,500,1500,2023,10,oct
678,2023-12-23,cust678,female,60,electronics,3,300,900,2023,12,dec
679,2023-01-11,cust679,female,18,beauty,3,30,90,2023,1,jan
680,2023-10-22,cust680,female,53,clothing,3,300,900,2023,10,oct
681,2023-07-14,cust681,female,43,electronics,2,30,60,2023,7,jul
682,2023-09-02,cust682,male,46,beauty,4,300,1200,2023,9,sep
683,2023-01-04,cust683,male,38,beauty,2,500,1000,2023,1,jan
684,2023-06-30,cust684,female,28,clothing,2,500,1000,2023,6,jun
685,2023-06-02,cust685,male,57,electronics,2,25,50,2023,6,jun
686,2023-07-19,cust686,female,28,electronics,4,50,200,2023,7,jul
687,2023-08-03,cust687,female,53,electronics,1,300,300,2023,8,aug
688,2023-10-03,cust688,male,56,clothing,4,25,100,2023,10,oct
689,2023-10-07,cust689,male,57,electronics,2,50,100,2023,10,oct
690,2023-11-05,cust690,female,52,clothing,3,300,900,2023,11,nov
691,2023-04-23,cust691,female,51,clothing,3,30,90,2023,4,apr
692,2023-09-07,cust692,female,64,clothing,2,50,100,2023,9,sep
693,2023-04-23,cust693,male,41,beauty,3,500,1500,2023,4,apr
694,2023-05-20,cust694,female,39,electronics,2,25,50,2023,5,may
695,2023-08-12,cust695,female,22,electronics,3,50,150,2023,8,aug
696,2023-09-06,cust696,female,50,clothing,4,50,200,2023,9,sep
697,2023-01-15,cust697,male,53,clothing,1,500,500,2023,1,jan
698,2023-07-19,cust698,female,64,electronics,1,300,300,2023,7,jul
699,2023-06-22,cust699,female,37,clothing,4,30,120,2023,6,jun
700,2023-12-09,cust700,male,36,electronics,4,500,2000,2023,12,dec
701,2023-12-14,cust701,female,52,beauty,2,30,60,2023,12,dec
702,2023-07-27,cust702,female,60,clothing,2,300,600,2023,7,jul
703,2023-03-26,cust703,male,34,electronics,2,50,100,2023,3,mar
704,2023-08-28,cust704,female,62,clothing,3,30,90,2023,8,aug
705,2023-03-07,cust705,male,60,electronics,2,25,50,2023,3,mar
706,2023-11-15,cust706,male,51,electronics,4,25,100,2023,11,nov
707,2023-10-01,cust707,female,26,clothing,1,500,500,2023,10,oct
708,2023-01-14,cust708,female,43,beauty,3,300,900,2023,1,jan
709,2023-07-21,cust709,female,19,electronics,2,500,1000,2023,7,jul
710,2023-10-31,cust710,female,26,electronics,3,500,1500,2023,10,oct
711,2023-10-16,cust711,male,26,electronics,3,500,1500,2023,10,oct
712,2023-12-06,cust712,female,57,beauty,2,25,50,2023,12,dec
713,2023-01-14,cust713,male,34,beauty,3,25,75,2023,1,jan
714,2023-02-12,cust714,female,18,clothing,1,500,500,2023,2,feb
715,2023-11-26,cust715,female,42,beauty,4,25,100,2023,11,nov
716,2023-08-08,cust716,female,60,clothing,4,300,1200,2023,8,aug
717,2023-03-11,cust717,male,57,clothing,1,500,500,2023,3,mar
718,2023-08-25,cust718,female,59,beauty,3,25,75,2023,8,aug
719,2023-04-04,cust719,female,42,clothing,2,30,60,2023,4,apr
720,2023-01-26,cust720,female,56,beauty,3,500,1500,2023,1,jan
721,2023-05-14,cust721,female,52,clothing,1,500,500,2023,5,may
722,2023-07-14,cust722,male,20,beauty,3,300,900,2023,7,jul
723,2023-06-17,cust723,female,54,beauty,4,50,200,2023,6,jun
724,2023-04-19,cust724,male,61,clothing,3,50,150,2023,4,apr
725,2023-08-21,cust725,male,61,electronics,1,300,300,2023,8,aug
726,2023-06-17,cust726,male,47,clothing,4,300,1200,2023,6,jun
727,2023-06-22,cust727,male,55,beauty,3,300,900,2023,6,jun
728,2023-07-14,cust728,male,51,electronics,3,50,150,2023,7,jul
729,2023-05-23,cust729,male,29,clothing,4,300,1200,2023,5,may
730,2023-08-04,cust730,female,36,clothing,2,25,50,2023,8,aug
731,2023-05-10,cust731,male,54,clothing,4,500,2000,2023,5,may
732,2023-02-11,cust732,male,61,electronics,2,500,1000,2023,2,feb
733,2023-08-29,cust733,male,34,beauty,1,30,30,2023,8,aug
734,2023-01-10,cust734,female,27,clothing,1,30,30,2023,1,jan
735,2023-10-04,cust735,female,64,clothing,4,500,2000,2023,10,oct
736,2023-01-27,cust736,male,29,clothing,4,25,100,2023,1,jan
737,2023-06-29,cust737,female,33,clothing,1,50,50,2023,6,jun
738,2023-04-25,cust738,male,41,clothing,2,50,100,2023,4,apr
739,2023-11-29,cust739,male,36,beauty,1,25,25,2023,11,nov
740,2023-02-05,cust740,female,25,beauty,4,50,200,2023,2,feb
741,2023-11-30,cust741,male,48,clothing,1,300,300,2023,11,nov
742,2023-01-21,cust742,female,38,electronics,4,500,2000,2023,1,jan
743,2023-01-16,cust743,female,34,beauty,4,500,2000,2023,1,jan
744,2023-05-07,cust744,male,40,electronics,1,25,25,2023,5,may
745,2023-04-13,cust745,male,54,beauty,2,50,100,2023,4,apr
746,2023-01-11,cust746,female,33,clothing,3,30,90,2023,1,jan
747,2023-11-15,cust747,male,23,beauty,1,30,30,2023,11,nov
748,2023-03-20,cust748,male,25,clothing,3,50,150,2023,3,mar
749,2023-05-03,cust749,male,42,beauty,1,30,30,2023,5,may
750,2023-03-06,cust750,female,35,clothing,3,25,75,2023,3,mar
751,2023-08-31,cust751,female,42,clothing,2,25,50,2023,8,aug
752,2023-12-09,cust752,male,29,clothing,2,50,100,2023,12,dec
753,2023-02-28,cust753,female,32,clothing,1,30,30,2023,2,feb
754,2023-10-16,cust754,female,43,electronics,4,25,100,2023,10,oct
755,2023-04-22,cust755,female,58,clothing,3,25,75,2023,4,apr
756,2023-08-27,cust756,female,62,electronics,4,300,1200,2023,8,aug
757,2023-12-25,cust757,female,43,electronics,4,300,1200,2023,12,dec
758,2023-05-12,cust758,male,64,clothing,4,25,100,2023,5,may
759,2023-07-08,cust759,male,49,electronics,2,50,100,2023,7,jul
760,2023-03-27,cust760,male,27,beauty,1,500,500,2023,3,mar
761,2023-11-07,cust761,female,33,clothing,1,500,500,2023,11,nov
762,2023-11-07,cust762,female,24,electronics,2,25,50,2023,11,nov
763,2023-02-28,cust763,male,34,clothing,2,25,50,2023,2,feb
764,2023-03-25,cust764,female,40,clothing,1,25,25,2023,3,mar
765,2023-06-09,cust765,male,43,clothing,4,50,200,2023,6,jun
766,2023-02-25,cust766,male,38,electronics,3,300,900,2023,2,feb
767,2023-10-24,cust767,male,39,beauty,3,25,75,2023,10,oct
768,2023-01-14,cust768,female,24,beauty,3,25,75,2023,1,jan
769,2023-06-09,cust769,female,31,electronics,4,30,120,2023,6,jun
770,2023-10-22,cust770,male,32,clothing,1,50,50,2023,10,oct
771,2023-12-13,cust771,male,24,electronics,2,25,50,2023,12,dec
772,2023-07-12,cust772,male,26,electronics,1,30,30,2023,7,jul
773,2023-07-23,cust773,male,25,electronics,4,500,2000,2023,7,jul
774,2023-04-12,cust774,female,40,clothing,2,25,50,2023,4,apr
775,2023-02-08,cust775,female,46,electronics,4,25,100,2023,2,feb
776,2023-10-31,cust776,male,35,clothing,3,30,90,2023,10,oct
777,2023-12-20,cust777,male,48,electronics,3,50,150,2023,12,dec
778,2023-11-18,cust778,female,47,beauty,4,25,100,2023,11,nov
779,2023-05-05,cust779,female,56,electronics,2,500,1000,2023,5,may
780,2023-02-22,cust780,male,52,electronics,2,25,50,2023,2,feb
781,2023-12-23,cust781,male,35,beauty,1,500,500,2023,12,dec
782,2023-06-04,cust782,male,59,clothing,3,300,900,2023,6,jun
783,2023-12-17,cust783,female,56,clothing,1,300,300,2023,12,dec
784,2023-11-04,cust784,female,34,electronics,1,500,500,2023,11,nov
785,2023-03-03,cust785,female,31,beauty,4,50,200,2023,3,mar
786,2023-10-17,cust786,male,48,clothing,4,25,100,2023,10,oct
787,2023-01-22,cust787,male,41,electronics,1,25,25,2023,1,jan
788,2023-06-27,cust788,female,52,beauty,3,300,900,2023,6,jun
789,2023-09-30,cust789,female,61,clothing,4,500,2000,2023,9,sep
790,2023-08-08,cust790,male,62,clothing,1,25,25,2023,8,aug
791,2023-12-05,cust791,female,51,beauty,1,25,25,2023,12,dec
792,2023-07-09,cust792,female,20,beauty,1,50,50,2023,7,jul
